コントロールフラグ,商品番号,商品カテゴリ名,商品カテゴリID
n,6499,アシックス,6050
n,6500,アシックス,6057
n,6501,アシックス,6058
n,6502,アシックス,6059
n,6503,アシックス,6060
n,6510,アシックス,6508
n,6516,プリンス,6210
n,6521,トップス・シャツ,4961
n,6522,ボトムス,4961
n,6525,バボラ,6209
n,6529,バボラ,6210
n,6532,アームカバー,4960
n,6533,バボラ,6531
n,6536,アディダス,5998
n,6537,アディダス,6001
n,6538,アディダス,5999
n,6539,アディダス,6003
n,6542,アディダス,6084
n,6543,アディダス,6085
n,6544,アディダス,6086
n,6545,アディダス,6087
n,6546,アディダス,6088
n,6549,アディダス,6097
n,6550,アディダス,6099
n,6551,アディダス,6100
n,6552,アディダス,6101
n,6562,ウェア（ジュニア用）,4933
n,6563,ネックウォーマー・ネックガード,4933
n,6564,キャップ・帽子,4933
n,6565,バイザー,4933
n,6573,ディアドラ,6566
n,6574,ニューバランス,6566
n,6582,ディアドラ,6567
n,6583,ディアドラ,6568
n,6584,ディアドラ,6569
n,6585,ディアドラ,6570
n,6588,ディアドラ,6575
n,6589,ディアドラ,6576
n,6590,ディアドラ,6577
n,6591,ディアドラ,6578
n,6592,ディアドラ,6579
n,6595,ニューバランス,6567
n,6596,ニューバランス,6568
n,6598,ニューバランス,6570
n,6599,ニューバランス,6571
n,6601,ニューバランス,6575
n,6602,ニューバランス,6576
n,6603,ニューバランス,6577
n,6604,ニューバランス,6578
n,6606,ニューバランス,6580
n,6607,ニューバランス,6581
n,6623,ダンスキン,6616
n,6624,ダンスキン,6617
n,6625,ダンスキン,6618
n,6626,ダンスキン,6619
n,6627,ダンスキン,6620
n,6629,ダンスキン,6622
n,6640,ジェーンスタイル,6616
n,6641,ジェーンスタイル,6617
n,6642,ジェーンスタイル,6618
n,6643,ジェーンスタイル,6619
n,6645,ジェーンスタイル,6622
n,6648,ヘアバンド・リストバンド,4933
n,6649,グローブ,4933
n,6650,ディアドラ,4936
n,6655,プーマ,6568
n,6658,プーマ,6575
n,6660,プーマ,6577
n,6672,ダンスキン,6575
n,6673,ダンスキン,6576
n,6679,ニューバランス,6678
n,6681,ヨネックス,6680
n,6683,ニューバランス,6682
n,6685,スリクソン,4975
n,6686,スリクソン,5147
n,6688,ダンロップ,4975
n,6693,ダンロップ,5147
n,6695,ミズノ,6209
n,6696,ミズノ,6210
n,6697,ミズノ,6211
n,6699,バウアーファインド,11620
n,6703,ニューバランス,6702
n,6707,ブリヂストン,4972
n,6708,ゴーセン,6209
n,6710,ソックス,4961
n,6750,ロット,4972
n,6751,ロット,4973
n,6753,ロット,11623
n,6754,ロット,6097
n,6755,ロット,6099
n,6758,ロット,6101
n,6760,ロット,6084
n,6763,ディアドラ,5998
n,6764,ディアドラ,5997
n,6773,アリーナ,5998
n,6774,アリーナ,5999
n,6775,アリーナ,6003
n,6776,アリーナ,5997
n,6777,アリーナ,6000
n,6797,バッグ,6796
n,6801,ジェーンスタイル,5998
n,6802,アウター,5234
n,6803,ウィルソン,4651
n,6808,ジェーンスタイル,6807
n,6810,ネックウォーマー・ネックガード,6610
n,6811,ジェーンスタイル,6810
n,6816,すね用,5179
n,6818,エレッセ,5147
n,6819,アディダス,4648
n,6821,バドミントン用品,5463
n,6822,ラケット,6821
n,6827,アディダス,4651
n,6828,ジェーンスタイル,6621
n,6829,アシックス,5902
n,6830,アディダス,5902
n,6831,アディダス,4649
n,6834,アディダス,5917
n,6836,アディダス,6036
n,6837,アディダス,4936
n,6846,アシックス,5917
n,6847,アシックス,6036
n,6849,シューズ,6848
n,6850,アシックス,5938
n,6852,シューズ,6851
n,6853,アシックス,6035
n,6854,アシックス,5937
n,6855,シューズ,6373
n,6856,シューズ中敷,6374
n,6866,ラコステ,5141
n,6868,アディダス,5938
n,6874,ボール,5897
n,6877,アームカバー,5993
n,6878,タオル,6113
n,6879,その他,6113
n,6882,ボール,6881
n,6887,モルテン,6886
n,6888,モルテン,6885
n,6892,モルテン,6889
n,6893,モルテン,6890
n,6894,モルテン,6891
n,6896,ボール,6895
n,6901,アディダス,6900
n,6903,アディダス,6902
n,6905,ボール,6904
n,6908,Timbuk2（ティンバック2）,11618
n,6910,メッセンジャーバッグ,6909
n,6911,バックパック,6909
n,6914,野球用品,5462
n,6915,シューズ,6914
n,6918,アディダス,6006
n,6926,スパッツィオ,6925
n,6940,アディダス,6886
n,6941,アディダス,6885
n,6943,ボール,6942
n,6947,モルテン,6944
n,6948,モルテン,6945
n,6949,モルテン,6946
n,6950,革底スパイク,6927
n,6955,アシックス,6951
n,6956,アシックス,6952
n,6957,アシックス,6953
n,6958,アディダス,6944
n,6962,シューズ,6942
n,6963,ランニング用品,5463
n,6964,バスケットボール用品,5463
n,6965,野球用品,5463
n,6966,フットサル用品,5463
n,6972,アシックス,6968
n,6973,ミズノ,6968
n,6974,ゼット,6968
n,6975,デサント,6968
n,6976,ミズノ,6969
n,6977,アシックス,6969
n,6978,ゼット,6969
n,6980,デサント,6969
n,6981,ミズノ,6970
n,6982,アシックス,6970
n,6983,ゼット,6970
n,6984,デサント,6970
n,6985,ミズノ,6971
n,6986,アシックス,6971
n,6987,ゼット,6971
n,6988,デサント,6971
n,6992,ウェア,6914
n,6995,ミズノ,6951
n,6996,ミズノ,6952
n,6997,ミズノ,6953
n,7006,ミズノ,6998
n,7007,アシックス,6998
n,7008,アクセサリー,6904
n,7010,アディダス,6570
n,7012,アディダス,4982
n,7013,アディダス,6477
n,7021,中学硬式用バット,7019
n,7032,ミズノ,7030
n,7033,アシックス,7030
n,7035,金属製バット,7034
n,7037,ミズノ,7035
n,7038,アシックス,7035
n,7039,ミズノ,7036
n,7040,アシックス,7036
n,7041,ミズノ,7026
n,7042,アシックス,7026
n,7044,グラブ,6914
n,7054,バット,6914
n,7057,少年硬式用バット,7019
n,7060,FRP製バット,7034
n,7061,ミズノ,7060
n,7062,アシックス,7060
n,7064,バット,7063
n,7066,少年軟式用バット,7019
n,7068,木製バット,7066
n,7070,ミズノ,7067
n,7071,アシックス,7067
n,7074,ミズノ,7069
n,7075,アシックス,7069
n,7077,ミズノ,7076
n,7078,アシックス,7076
n,7090,ミズノ,7085
n,7091,アシックス,7085
n,7092,ミズノ,7086
n,7093,アシックス,7086
n,7094,ミズノ,7087
n,7095,アシックス,7087
n,7096,ミズノ,7088
n,7097,アシックス,7088
n,7100,オールラウンド用,7081
n,7106,ミズノ,7100
n,7107,アシックス,7100
n,7108,ミズノ,7102
n,7109,アシックス,7102
n,7110,ミズノ,7103
n,7111,アシックス,7103
n,7112,ミズノ,7104
n,7113,アシックス,7104
n,7114,ミズノ,7105
n,7115,アシックス,7105
n,7116,その他,5997
n,7117,ザナックス,7026
n,7121,バット,7120
n,7123,シューズ,7122
n,7128,アシックス,7127
n,7130,アシックス,7129
n,7132,アシックス,7131
n,7136,ディアドラ,6678
n,7138,グリップテープ,7137
n,7139,すべり止め,7137
n,7140,ロジンバッグ,7137
n,7141,その他バット備品,7137
n,7143,シューレース（靴ひも）,7142
n,7144,インソール,7142
n,7145,その他スパイク・シューズ備品,7142
n,7146,バット備品,6914
n,7149,アディダス,7148
n,7150,ゴールキーパー,6904
n,7152,その他,7147
n,7153,ボストンバッグ,6247
n,7155,シューズ備品,6914
n,7158,サンダル,6927
n,7159,ミズノ,7158
n,7161,シューズ備品,7122
n,7163,シューズ,6965
n,7164,シューズ備品,6965
n,7167,アディダス,6953
n,7168,アディダス,6951
n,7169,アディダス,7035
n,7170,アディダス,7067
n,7171,バット,6965
n,7172,手袋,6965
n,7173,バッグ,6965
n,7174,アディダス,6952
n,7175,プーマ,4936
n,7188,ランニングシューズ,5291
n,7190,バット,7122
n,7193,ヨガ・ピラティスマット,7192
n,7197,トレーニンググラブ,7079
n,7199,オールラウンド用,7198
n,7200,内野手用,7198
n,7201,捕手・一塁手用,7198
n,7212,オールラウンド用,7211
n,7213,投手用,7211
n,7214,内野手用,7211
n,7215,外野手用,7211
n,7220,ミズノ,7212
n,7221,アシックス,7212
n,7235,捕手・一塁手用,7230
n,7236,ミズノ,7231
n,7237,アシックス,7231
n,7238,ミズノ,7232
n,7239,アシックス,7232
n,7240,ミズノ,7233
n,7241,アシックス,7233
n,7242,ミズノ,7234
n,7243,アシックス,7234
n,7244,ミズノ,7235
n,7245,アシックス,7235
n,7247,グラブオイル・グラブローション,7246
n,7248,グラブ保型用品,7246
n,7249,グラブレース,7246
n,7250,その他グラブ備品,7246
n,7257,バット,7256
n,7260,ミズノ,7259
n,7261,軟式球,7258
n,7262,ケンコー,7261
n,7264,ケンコー,7263
n,7266,ボール,7265
n,7268,ボール,7267
n,7269,ミズノ,7129
n,7270,ミズノ,7127
n,7273,グラブ,7063
n,7274,グラブ備品,6914
n,7275,マルエス,7261
n,7278,ボール,7277
n,7279,マルエス,7263
n,7281,ボール,7280
n,7285,金属製バット,7284
n,7288,モルテン,7287
n,7289,アディダス,6891
n,7290,FRP製バット,7284
n,7291,アディダス,6890
n,7293,アディダス,6889
n,7294,木製バット,7284
n,7297,ボール,7296
n,7298,モルテン,6900
n,7299,モルテン,6902
n,7300,バット備品,7122
n,7302,モルテン,7301
n,7303,その他,6869
n,7304,アディダス,7301
n,7306,アディダス,7305
n,7307,モルテン,7305
n,7309,ボール,7308
n,7311,ボール,7310
n,7313,モルテン,7312
n,7315,モルテン,7314
n,7317,モルテン,7316
n,7319,モルテン,7318
n,7320,設備・備品,5897
n,7321,設備・備品,6881
n,7324,ノック・トレーニング用,7322
n,7326,アディダス,7323
n,7327,アディダス,7325
n,7329,バットケース,7328
n,7331,ショルダーバッグ,7328
n,7332,アディダス,7329
n,7334,アディダス,7331
n,7335,スパイク・シューズケース,7328
n,7337,アシックス,7323
n,7338,アシックス,7325
n,7339,手袋,6914
n,7341,モルテン,7340
n,7342,ボール備品,6874
n,7343,バッグ,6881
n,7344,設備・備品,6895
n,7345,設備・備品,5918
n,7346,バックパック,7328
n,7347,アディダス,7346
n,7348,バッグ・ケースその他,7328
n,7349,ヘルメット・プロテクター,5894
n,7350,硬式用ヘルメット,7349
n,7351,軟式用ヘルメット,7349
n,7352,硬式少年用ヘルメット,7349
n,7353,軟式少年用ヘルメット,7349
n,7354,ヘルメット・プロテクター,6914
n,7355,ヘルメット・プロテクター,7063
n,7357,アシックス,7329
n,7359,アシックス,7331
n,7361,アシックス,7346
n,7362,バッグ・ケース,6914
n,7363,アシックス,7259
n,7364,ボール,6914
n,7367,グラウンド用品,5894
n,7368,ベース・プレート,7367
n,7369,得点板・スコアボード,7367
n,7370,サインボール・ケース・記念品,7258
n,7371,グラウンド用品,7265
n,7373,ヘルメット・プロテクター,7125
n,7375,バドミントンシューズ,5940
n,7378,ミズノ,5223
n,7384,少年硬式用,7381
n,7386,マスク,7382
n,7387,プロテクター,7382
n,7388,レガース,7382
n,7389,マスク,7383
n,7390,プロテクター,7383
n,7391,レガース,7383
n,7392,キャッチャー用品,6914
n,7393,キャッチャー用品,7063
n,7394,スロートガード,7381
n,7395,遠征バッグ・ボストンバッグ,7328
n,7396,アシックス,7395
n,7398,デサント,6618
n,7399,デサント,6619
n,7401,マスク,7384
n,7402,プロテクター,7384
n,7403,レガース,7384
n,7404,マスク,7385
n,7405,プロテクター,7385
n,7406,レガース,7385
n,7413,アンブロ,6001
n,7414,アンブロ,6003
n,7416,バドミントンシューズ,5969
n,7419,フォーザ,5141
n,7420,アディダス,6004
n,7424,アディダス,6002
n,7425,アディダス,6007
n,7426,グラブ,7122
n,7427,グラブ備品,7122
n,7433,アリーナ,6001
n,7441,アンブロ,7440
n,7443,アンブロ,7442
n,7445,グローブ,6078
n,7453,オピタノ,5141
n,7454,オピタノ,11615
n,7455,オピタノ,4972
n,7456,アーウィン,4648
n,7457,カーソン,4648
n,7458,ボニー,4648
n,7460,ナイガイ,7261
n,7461,ナイガイ,7263
n,7483,野球用品,7482
n,7485,ボール,7483
n,7486,ボール,7484
n,7498,野球用品,7497
n,7499,バッグ・ケース,7498
n,7501,ニューバランス,4982
n,7502,ニューバランス,5615
n,7503,ハンナフラ,11620
n,7507,Timbuk2（ティンバック2）,7505
n,7508,ハンナフラ(Hanna Hula),7505
n,7509,Timbuk2（ティンバック2）,7506
n,7512,Timbuk2（ティンバック2）,7511
n,7518,ゼット,7329
n,7519,ゼット,7395
n,7520,ゼット,7331
n,7522,ゼット,7346
n,7523,キーホルダー,5954
n,7525,バボラ,5217
n,7526,ヨネックス,5217
n,7531,デサント,6616
n,7537,ウェア,7498
n,7538,ゼット,7536
n,7546,グラブ,7120
n,7547,ミズノ,7323
n,7549,ミズノ,7325
n,7550,ジュニア用,7322
n,7551,手袋,7122
n,7553,プロテクター・グローブ備品,7122
n,7555,水泳用品,6178
n,7560,コートベンチ・スポーツベンチ,7557
n,7561,綱引き,7559
n,7562,玉入れ,7559
n,7563,大玉,7559
n,7564,リレー・競争用品,7559
n,7565,運動会用品,6178
n,7566,綱引き,7565
n,7567,玉入れ,7565
n,7568,大玉,7565
n,7569,リレー・競争用品,7565
n,7570,跳び箱,7558
n,7571,踏切板 (ロイター板),7558
n,7572,平均台,7558
n,7573,器具運搬車・マットトラック,7558
n,7575,体操マット,7574
n,7576,カラー体操マット,7574
n,7577,スポーツ軽量マット,7574
n,7578,スロープマット・ハーフマット,7574
n,7579,ジョイントマット,7574
n,7580,エバーマット,7574
n,7582,跳び箱,7581
n,7583,踏切板 (ロイター板),7581
n,7584,平均台,7581
n,7585,器具運搬車・マットトラック,7581
n,7586,マット,7581
n,7599,ラコステ,7598
n,7601,マスク,7600
n,7602,プロテクター,7600
n,7603,レガース,7600
n,7604,ヘルメット,7600
n,7605,ヘルメット,7383
n,7607,ヘルメット,7382
n,7608,バック・ケース,7122
n,7609,ミズノ,7329
n,7610,ミズノ,7395
n,7611,ミズノ,7331
n,7613,ミズノ,7346
n,7615,アディダス,6566
n,7619,アシックス,7617
n,7620,ミズノ,7617
n,7621,アシックス,7618
n,7622,ミズノ,7618
n,7624,グラブ,7623
n,7625,ザナックス,7085
n,7626,ザナックス,7086
n,7627,ザナックス,7087
n,7628,ザナックス,7088
n,7630,ザナックス,7100
n,7631,ザナックス,7102
n,7632,ザナックス,7103
n,7633,ザナックス,7104
n,7634,ザナックス,7105
n,7635,ザナックス,7212
n,7640,ザナックス,7231
n,7644,ザナックス,7235
n,7647,外野手用,7198
n,7651,アシックス,7650
n,7652,ミズノ,7650
n,7654,アシックス,7653
n,7655,ミズノ,7653
n,7657,シャツ,7656
n,7659,アシックス,7657
n,7660,ミズノ,7657
n,7661,アシックス,7658
n,7662,ミズノ,7658
n,7682,アディダス,5982
n,7683,アンブロ,5982
n,7686,アンブロ,5983
n,7688,エクササイズ・フィットネスマット,7192
n,7690,マット,7689
n,7691,ロット,6085
n,7692,ロット,6087
n,7696,ロット,6508
n,7704,ロット,4975
n,7705,ロット,5142
n,7706,ロット,5146
n,7709,ウェア,7122
n,7712,ウエア,7120
n,7713,ザナックス,6968
n,7714,ザナックス,6969
n,7715,ザナックス,6970
n,7716,ザナックス,6971
n,7717,ザナックス,6998
n,7718,ザナックス,7536
n,7721,ゼット,6998
n,7722,SSK,6998
n,7723,SSK,7536
n,7724,ゼット,7617
n,7725,SSK,7617
n,7726,ゼット,7618
n,7727,SSK,7618
n,7728,ゼット,7650
n,7729,SSK,7650
n,7730,ゼット,7653
n,7731,SSK,7653
n,7732,ゼット,7657
n,7733,SSK,7657
n,7734,ゼット,7658
n,7735,SSK,7658
n,7737,SSK,6968
n,7739,SSK,6969
n,7741,SSK,6970
n,7742,SSK,6971
n,7743,ゼット,7026
n,7744,SSK,7026
n,7745,ゼット,7030
n,7746,SSK,7030
n,7747,ゼット,7035
n,7748,SSK,7035
n,7749,ゼット,7036
n,7750,SSK,7036
n,7751,ゼット,7060
n,7752,SSK,7060
n,7755,ゼット,7067
n,7756,SSK,7067
n,7759,ゼット,7069
n,7760,SSK,7069
n,7761,ゼット,7076
n,7762,SSK,7076
n,7765,ゼット,7085
n,7767,ゼット,7086
n,7768,SSK,7086
n,7769,ゼット,7087
n,7770,SSK,7087
n,7771,ゼット,7088
n,7772,SSK,7088
n,7775,ゼット,7100
n,7776,SSK,7100
n,7777,ゼット,7102
n,7778,SSK,7102
n,7779,ゼット,7103
n,7780,SSK,7103
n,7781,ゼット,7104
n,7782,SSK,7104
n,7783,ゼット,7105
n,7784,SSK,7105
n,7793,ゼット,7212
n,7794,SSK,7212
n,7804,ゼット,7259
n,7805,SSK,7259
n,7808,ゼット,7323
n,7809,SSK,7323
n,7810,ゼット,7325
n,7811,SSK,7325
n,7812,SSK,7329
n,7813,SSK,7395
n,7814,SSK,7331
n,7816,SSK,7346
n,7819,ゼット,6951
n,7820,SSK,6951
n,7821,ゼット,6952
n,7822,SSK,6952
n,7823,ゼット,6953
n,7824,SSK,6953
n,7826,ウェア,7825
n,7827,バット,7825
n,7828,グラブ,7825
n,7829,スパイク・シューズ,7825
n,7830,バッグ・ケース,7825
n,7831,スパイク・シューズ,7498
n,7832,バット,7498
n,7833,グラブ,7498
n,7834,手袋,7498
n,7835,ボール,7498
n,7836,グラブ備品,7120
n,7837,バット備品,7120
n,7839,ゼット,7127
n,7840,SSK,7127
n,7841,ゼット,7129
n,7842,SSK,7129
n,7845,ゼット,7231
n,7846,SSK,7231
n,7853,ゼット,7235
n,7854,SSK,7235
n,7857,シューズ,7120
n,7858,シューズ備品,7120
n,7859,ザナックス,6953
n,7860,ザナックス,6951
n,7862,ザナックス,7030
n,7863,ザナックス,7076
n,7865,ザナックス,7036
n,7867,ザナックス,7060
n,7868,ザナックス,7069
n,7869,ザナックス,7127
n,7871,アディダス,5230
n,7873,バット,7623
n,7874,手袋,7825
n,7875,上下セット,7616
n,7876,ミズノ,7875
n,7877,アシックス,5229
n,7878,アシックス,5230
n,7879,手袋,7120
n,7880,ザナックス,7323
n,7881,ザナックス,7325
n,7882,ザナックス,7346
n,7883,ザナックス,7395
n,7884,ザナックス,7331
n,7887,バッグ・ケース,7120
n,7888,ウエア,7256
n,7891,ルイスビルスラッガー,6968
n,7892,ルイスビルスラッガー,7026
n,7894,ルイスビルスラッガー,7060
n,7895,ルイスビルスラッガー,7129
n,7899,ウェア,7897
n,7900,バット,7897
n,7901,バット,7898
n,7904,キャッチャー用品,7120
n,7905,ヘルメット・プロテクター,7120
n,7906,ウエア,7623
n,7907,エルボーガード,7349
n,7909,バット,7908
n,7910,グラブ,7908
n,7911,キャッチャー用品,7623
n,7916,スロートガード,7600
n,7919,ミズノ,7918
n,7922,ミズノ,7920
n,7925,ザナックス,7924
n,7927,体力測定用品,5896
n,7928,体力測定用品,6178
n,7930,体育館備品,7581
n,7931,体育館備品,7558
n,7932,竹馬・パカポコ,7556
n,7933,一輪車,7556
n,7934,鉄棒,7556
n,7935,逆上がり補助板,7556
n,7936,体操リング・チアバトン,7556
n,7937,フィルムミラー・ガラスミラー,7556
n,7940,竹馬・パカポコ,7939
n,7941,一輪車,7939
n,7942,鉄棒,7939
n,7943,逆上がり補助板,7939
n,7944,体操リング・チアバトン,7939
n,7945,フィルムミラー・ガラスミラー,7939
n,7946,ナワトビ・とび縄,7939
n,7947,リズム太鼓・倒立バー,6037
n,7948,トワリングバトン,6037
n,7949,等旗・旗立台・手旗,7559
n,7950,運動会備品,7565
n,7951,ナワトビ・とび縄,5181
n,7952,コーン・コーナーポイント・ポイントマーク,7557
n,7953,グラウンドロープ・グラウンドマーク,7557
n,7954,ラインテープ・釘,7557
n,7955,おもり・ウエイト,7557
n,7956,運搬車・リヤカー,5896
n,7957,ホイッスル・笛,5896
n,7958,ストップウォッチ・スポーツ用表示機,5896
n,7959,拡声器・メガホン,5896
n,7960,ウォーキングメジャー,7557
n,7961,巻尺,7557
n,7962,ライン引き・石灰,7557
n,7963,レーキ・トンボ・コートブラシ他整備用品,7557
n,7965,指揮台（号令台）,7557
n,7966,その他グラウンド用品,7557
n,7967,運動会備品,7559
n,7969,設備・備品,5893
n,7971,コートベンチ・スポーツベンチ,7970
n,7972,コーン・ポイントマーカー,7970
n,7973,グラウンドロープ・グラウンドマーク,7970
n,7974,ラインテープ・釘,7970
n,7975,おもり・ウエイト,7970
n,7977,巻尺・ウォーキングメジャー,7970
n,7978,レーキ・トンボ・コートブラシ他整備用品,7970
n,7979,指揮台（号令台）,7970
n,7980,その他グラウンド用品,7970
n,7981,運搬車・リヤカー,6178
n,7982,ホイッスル・笛,6178
n,7983,ストップウォッチ・スポーツ用表示機,6178
n,7984,拡声器・メガホン,6178
n,7986,アクセサリ・小物,7125
n,7987,アクセサリ・小物,7256
n,7989,コート用品,5919
n,7991,グラブ,7256
n,7992,武道・格闘技,Root
n,8004,ミズノ,6002
n,8007,空手衣,8006
n,8011,ウエア,6904
n,8012,バッグ・ケース,6331
n,8013,ボール,6331
n,8014,クラブ,6331
n,8015,アクセサリー・小物,6331
n,8018,クラブ,6332
n,8019,アクセサリー・小物,6332
n,8023,アンダーウェア,7889
n,8024,ミズノ,7924
n,8025,ミズノ,8022
n,8037,ゼット,7875
n,8039,SSK,7875
n,8040,ボール,7120
n,8041,ザナックス,7259
n,8062,アディダス,6575
n,8063,アディダス,6576
n,8064,アディダス,6577
n,8065,アディダス,6578
n,8066,アディダス,6579
n,8067,アディダス,6580
n,8068,アディダス,6581
n,8071,アディダス,6567
n,8072,アディダス,6568
n,8073,アディダス,6569
n,8074,アディダス,6571
n,8075,アディダス,6572
n,8078,アディダス,6471
n,8079,アディダス,6472
n,8080,アディダス,6473
n,8081,アディダス,6475
n,8084,グラウンド用品,7120
n,8086,ライン引き・石灰,7970
n,8087,ライン引き・石灰・巻尺,7367
n,8088,トラック・フィールド・競技場備品,7990
n,8089,グラウンド用品,7125
n,8090,グラウンド用品,7623
n,8092,サイン用バット・記念品,7019
n,8093,プロテクター,6013
n,8095,打撃練習用品,8094
n,8096,投球練習用品,8094
n,8097,守備練習用品,8094
n,8098,スタンド・キャリー,7367
n,8099,フェンス・防球ネット,7367
n,8100,トレーニング用品,7120
n,8103,アクセサリ・小物,7122
n,8104,ミズノ,7536
n,8112,ウィルソン,7653
n,8113,ウィルソン,7657
n,8114,ウィルソン,7658
n,8119,ウィルソン,7085
n,8120,ウィルソン,7086
n,8121,ウィルソン,7087
n,8122,ウィルソン,7088
n,8124,ウィルソン,7100
n,8125,ウィルソン,7102
n,8126,ウィルソン,7103
n,8127,ウィルソン,7104
n,8128,ウィルソン,7105
n,8132,ウィルソン,7212
n,8134,ディマリニ,7026
n,8135,ディマリニ,7030
n,8137,アシックス,7536
n,8140,ディマリニ,7035
n,8141,ディマリニ,7036
n,8142,ディマリニ,7060
n,8143,ディマリニ,7076
n,8145,ディマリニ,7067
n,8147,ディマリニ,7069
n,8148,ディマリニ,7127
n,8149,ディマリニ,7129
n,8151,ウィルソン,7231
n,8152,ウィルソン,7232
n,8154,ウィルソン,7234
n,8155,ウィルソン,7235
n,8157,ウィルソン,7259
n,8159,ディマリニ,7323
n,8160,ディマリニ,7329
n,8161,ディマリニ,7346
n,8162,ディマリニ,7395
n,8163,ウィルソン,7325
n,8164,ウィルソン,7395
n,8167,ウエア,7063
n,8171,アシックス,8170
n,8174,ザナックス,8170
n,8177,アシックス,8176
n,8178,ミズノ,8176
n,8179,ゼット,8176
n,8180,SSK,8176
n,8181,ザナックス,8176
n,8182,ソックス,6013
n,8183,アシックス,8182
n,8184,ミズノ,8182
n,8185,ゼット,8182
n,8186,SSK,8182
n,8187,ザナックス,8182
n,8197,アクセサリー,6013
n,8198,ベルト,8197
n,8199,リストバンド,8197
n,8200,キルトパッド,8197
n,8202,ルイスビルスラッガー,7035
n,8203,ルイスビルスラッガー,7067
n,8204,ルイスビルスラッガー,7069
n,8205,ルイスビルスラッガー,7127
n,8206,ミズノ,8170
n,8207,プーマ,6409
n,8209,走高用品・棒高跳用品,7990
n,8210,陸上・トラック用品,6178
n,8211,足止器・陸上踏切板,7990
n,8212,スターティングブロック,7990
n,8214,ソフトボール SALE商品,4592
n,8215,サッカー SALE商品,4592
n,8216,フットサル SALE商品,4592
n,8218,ランニング用品,5317
n,8219,ウェア,8218
n,8220,シューズ,8218
n,8221,ウェア,8217
n,8223,バッグ,8217
n,8224,バッグ,8218
n,8227,SALE シューズ,8226
n,8228,ディアドラ,8227
n,8230,サポーター,8229
n,8231,アイシング用品,8229
n,8234,その他プロテクター,7349
n,8235,サポーター,6914
n,8239,ザナックス,7650
n,8240,ザナックス,7653
n,8241,ザナックス,7657
n,8242,ザナックス,7658
n,8246,ザナックス,7035
n,8248,ザナックス,7329
n,8255,アクセサリ・小物,8217
n,8256,アクセサリ・小物,8218
n,8258,ダンロップ,5223
n,8259,ゴーセン,5223
n,8262,水泳用品,8261
n,8264,ホイッスル・笛,8261
n,8266,拡声器・メガホン,8261
n,8268,陸上トラック・フィールド用品,8261
n,8270,綱引き,8269
n,8271,玉入れ,8269
n,8272,大玉,8269
n,8273,リレー・競争用品,8269
n,8274,運動会備品,8269
n,8276,跳び箱,8275
n,8279,器具運搬車・マットトラック,8275
n,8280,マット,8275
n,8281,体育館備品,8275
n,8283,マット,8282
n,8284,体力測定用品,8261
n,8286,竹馬・パカポコ,8285
n,8287,一輪車,8285
n,8288,鉄棒,8285
n,8289,逆上がり補助板,8285
n,8290,体操リング・チアバトン,8285
n,8292,ナワトビ・とび縄,8285
n,8294,コートベンチ・スポーツベンチ,8293
n,8295,コーン・コーナーポイント・ポイントマーカー,8293
n,8296,グラウンドロープ・グラウンドマーク,8293
n,8297,ラインテープ・釘,8293
n,8299,巻尺・ウォーキングメジャー,8293
n,8300,レーキ・トンボ・コートブラシ他整備用品,8293
n,8301,指揮台（号令台）,8293
n,8302,その他グラウンド用品,8293
n,8303,ライン引き・石灰,8293
n,8307,アディダス,6409
n,8308,ブラシ・トンボ,7367
n,8311,シューズ,8309
n,8312,キャップ・帽子,8310
n,8313,長袖シャツ,8310
n,8314,半袖シャツ,8310
n,8315,スラックス,8310
n,8317,マスク,8316
n,8318,プロテクター,8316
n,8319,レガース,8316
n,8322,審判用品,7825
n,8324,アクセサリー,8309
n,8325,ハケ,8324
n,8327,インジケーター,8324
n,8328,ボール入れ,8324
n,8331,キャップ・帽子,8330
n,8332,長袖シャツ,8330
n,8333,半袖シャツ,8330
n,8334,スラックス,8330
n,8336,防具,8329
n,8339,レガース,8336
n,8348,ソフトボール用品,5483
n,8349,ウェア,8348
n,8350,バット,8348
n,8351,グラブ,8348
n,8355,審判用品,8348
n,8357,キャッチャー用品,7122
n,8358,キャッチャー用品,7256
n,8359,ブリヂストン,5221
n,8361,シューズ,8360
n,8362,書籍・DVD・トレーニング練習グッズ,5892
n,8364,書籍・DVD・トレーニング練習グッズ,5894
n,8366,月刊誌,8362
n,8367,月刊誌,8363
n,8369,月刊誌,8368
n,8374,野球用品,5482
n,8375,ボール,8374
n,8376,バッグ・ケース,8372
n,8377,SALE バット,8213
n,8378,SALE グラブ,8213
n,8379,SALE スパイク・シューズ,8213
n,8380,SALE ウェア,8213
n,8381,SALE アンダーウェア,8380
n,8382,ゴーセン,4651
n,8383,バボラ,4651
n,8384,トアルソン,4651
n,8385,ミズノ,4651
n,8389,交換用パーツ,7600
n,8391,ウェア,8390
n,8393,アクセサリ・小物,8390
n,8412,デサント,8411
n,8417,デサント,5999
n,8428,ランニング用品,5610
n,8429,ウェア,8427
n,8430,ウェア,8428
n,8431,シューズ,8428
n,8434,アクセサリ・小物,8427
n,8435,バッグ,8428
n,8436,アクセサリ・小物,8428
n,8446,審判用品,7122
n,8447,審判用品,7498
n,8449,アンブロ,5997
n,8450,アンブロ,6000
n,8451,アンブロ,6002
n,8452,アンブロ,6004
n,8453,アンブロ,6006
n,8454,アンブロ,5998
